name,genre,summary
Spooky Spins: Remastered - Steam Edition,Simulator,Spooky Spins Remastered is a 5 reel 25 payline slot machine pokie with a Spooky theme
SoulfulLand,Adventure Indie,Save the mysterious land of monsters finding the solution of the disorder 2D exploring action game that can play with two player too Defeat powerful enemies and explore everywhere
Spaceport Hope,Platform Adventure Indie,A huge handcrafted world packed with 13 unique bosses a gripping story and tons of enemies Spaceport Hope is the ultimate test of gaming prowess
Sunset Shapes,Indie,Bring broken pieces together to reveal shapes of everyday objects Travel with a Daisy and a Maggot along side several scenarios and discover to where they are headed to
Stop the Bus!,Platform Simulator Indie,Bus simulation record breaking 3D game
Spirits of Mystery: Chains of Promise,Point-and-click Puzzle Adventure,A hidden object game in the long running Spirits of Mystery franchise
Street Fighter Alpha 2,Fighting Arcade,The PlayStation port of Street Fighter Alpha 2 features an arranged soundtrack and Shin Akuma as a selectable character via a secret code
SpyLeaks,Puzzle,Uncover the mystery and save the world in this retro puzzler that also sports some oldschool shmup action in between all the spying
SpookyKillers,Indie,Spooky zOmBiEs are getting close Have fun tonight playing alone or with 3 friends Perfect party night game for HARDCORE team work 0
Space Bar at the End of the Galaxy,Indie,Space Bar at the End of the Galaxy is a Heist Comedy Space Opera Visual Novel where you play as Captain Leo Mancini a tenacious and charming Space Pirate always looking for the next big heist
Spirits of Mystery: The Silver Arrow - Collector's Edition,Adventure,The mystical Silver Arrow has been stolen from you on the eve of your wedding Without it you cant marry your beloved Prince Philip Can you track down the arrow in time
Starry Moon Island: Tank Advance MP02,Indie,This is a TopDown Shooting game Use the player of a fortress attack from the perspective of a tank driver This DLC includes the map pack 02
Supa Kila Monsta Hunta,Indie,surreal VR arcade
Survival Planet,Adventure Indie,Stranded in alien planet you need to find your crew while trying to survive and contact the earth
Surface: Alone in the Mist,Point-and-click,From Elephant Games comes the continuation of the popular and edgy Surface series Unlock the Secret Room where youll find more hiddenobject and minigame play But be careful what you wish for
The Backrooms: Survival,Simulator Adventure Indie,The Backrooms Survival mixes survival horror with roguelike elements Explore randomly generated levels with different items and entities while trying to maintain your thirst hunger and sanity
That Bastard is Trying to Steal Our Gold!,Adventure Indie,Steal gold from the Lerpikons dungeons Get rich
Tale of the Kissing Bandit,Adventure,A game about a young man in costume who goes about a ball stealing kisses from young women
Tetrageddon,Point-and-click Simulator Indie Arcade,Tetrageddon is what the internet does to people
Temple of Pizza,Simulator Adventure,Deliver pizzas to a mysterious party taking place in a previously abandoned temple in the woods
Super Samurai Rampage,Indie,Super Samurai Rampage is a small simple high score chaser thats bloody retro and challenging 
The Chronicle,Adventure,After receiving a package in the mail Detective Walter Miles is suddenly transported to a World War II Era newspaper building Can you solve the mystery and escape
Tezotopia,Real Time Strategy (RTS),Battle Collect NFTs and Claim Land in this Blockchain Space Adventure
Super Punchman,Adventure Indie,The crash  Not the best start of the day In any case for those who live on this planet The time has come to destroy the monsters and fly home
Temple of the Lost,Adventure Indie,Explore the Temple of the Lost solve occasional puzzles avoid deadly traps beat the mazes and find whats hidden Slowly uncover the secrets of this temple while listening to ambient atmospheric music
Tabaluga Final X,Fighting Adventure,The gameplay of Final X is a strong departure from recent games in Tabaluga series as the game takes place in an open world environment approximately twelve times
Sverdheim,Role-playing (RPG) Tactical Hack and slash,A roguelike game in a procedural world with generative music
Tekken 7: Lidia Sobieska,Fighting,An addon for TEKKEN 7 that grants use of the character Lidia Sobieska
The Banshee,Adventure,Its a dark dreary night being driven away from sleep by the sound of thunder and slashing rain until you are compelled out of bed due to some mysterious sounds
Supreme Race on Highway,Racing Simulator Sport Indie,Lets see how good are you Get your favorite car and get on the road
Talk to Saki,Simulator,Chat with Saki  Input keywords ask questions or simply check in to see how shes doing
Super Cosplay War Ultra,Fighting,A freeware game created for the PC by Team FK
Super Sportmatchen,Sport Indie Arcade,Enjoy a fine selection of sport disciplines ranging from the frantic and fast paced to the relaxed and playful Invite your friends foes and family to a game of fun competitive sports
Temple of the Ancients,Shooter,5level hub set in a variety of environments You start in a command center but explore medieval and technomedieval areas as you uncover the secrets of the Temple of the Ancients
Tales of Inca - Lost Land,Simulator Strategy,Explore an unknown country with your Incas and find lost paths through forests deserts and mountains  Capture islands marshes and volcanic landscapes to get closer to their goal
TechnoRunner,Indie,An indie Arcade Game mixing Rythm Game and Endless Runner based on techno music with procedural generation How fast can you go How high can you score Find out now
Super Tony Land,Adventure Indie,Super Tony Land is a platformer with a powerful level editor and an emphasis on telling stories and building entire game worlds
Terror In The Atomic Desert,Adventure Indie,Terror In The Atomic desert is a first person horror puzzle game made as a homage to 1960s Bmovies
Tasty Jigsaw Happy Hour 2,Puzzle,Feel pleasure without leaving the house The opportunity to relax from the hustle and bustle in jigsaws
Super Perils of Baking,Platform Indie,Super Perils of Baking is a groundup remake of Lillymo Games very first title 2018s 2D platformer Perils of Baking
TaskForce Gamma-13 : An SCP Tale,Adventure Indie,This game is a third person shooter where you a member of the Gamma13 task force should recover a lost android but found much more than expected
TAL: Arctic 3,Adventure Indie,TAL Arctic 3  In this game you need help an unknown creature to go in the magic portal across many mazes
The Chronic,Shooter,A 5 level episode made by Sanek with help of Zykov Eddy in the first map
Tap Ninja,Indie,Destroy enemies earn gold upgrade your village become a Ninja Master
Talparun,Shooter,3 levels for Hexen in under limit removing ports for Hexen
Swan Song,Adventure,Swan Song is a traditional Yume Nikki fangame created for Dream Diary Jam 7 by scummbag
The Smoking Dog,Shooter,set of 5 levels for doom2
The Secret Chronicles of Dr. M.,Platform,The Secret Chronicles of Dr M is an opensource twodimensional platform game It was developed as a fork of Secret Maryo Chronicles
The Third Day,Adventure Indie,The Third Day is a biblical science fiction adventure game in which we must guide Jesus in search of the truth through a story full of humor and satire
The Rare Nine,Indie,The Rare Nine  ultrafast and explosive action platformer in which you will break through the darkness and hordes of undead in a endless skyscraper Also we have a lot of great chiptune music
The Order of the Thorne: The King's Challenge,Point-and-click Adventure Indie,Be a Bard The challenge awaits  Join Finn the bard as he undertakes The Kings Challenge and see if he has what it takes to not only survive but to write the greatest song in all of the land of Uir
The Ring of Truth,Adventure Indie,The Ring of Truth is an exploration story game set in an abandoned factory
The Hunt - Sophie's Journey,Role-playing (RPG) Adventure,Prepare yourself for a journey across half the globe threatened by environmental hazards all kind of vermins and treacherous people
The Last Archwing,Adventure Indie,The Last Archwing is a fast paced vertically scrolling space shooter Will you and your friends take up the mantle as Earths last defenders and thwart the plans of the evil Emperor Zarkhan
The Fantastic Adventure of Monsieur Grape,Adventure,The Fantastic Adventure of Monsieur Grape is a 25D platformer where you play as Monsieur Grape A high brow high class grape who is trying to save his friend Peanut from an evil piece of bread
The Immolate,Adventure Indie,You will be subjected to the savagery of the spirit possessed by the devil Try to get out of the old house you were trapped in Retro survival horror game in the 90s
The Specter Chronicles: Episode 1 - The False Prophet,Role-playing (RPG) Adventure Indie,The Specter Chronicles is a cyberpunk visual novel that combines textbased adventure with turnbased tactical combat
The Lost Cemetery,Shooter,Map for vanilla style play
The Last Door: Season 2,Adventure Indie,Play as Dr Wakefield as you track down your former patient and the first games protagonist Jeremiah Devitt and uncover the intentions of a secret society bent on crossing through the Last Door
The Sims 4: Holiday Celebration Pack,Simulator,Celebrate the holidays and add festive content to your Sims homes
The Temple of Blooooood,Shooter,Large blood temple The map source is included
The Lion King: Operation Pridelands,Point-and-click Adventure,Operation Pridelands is a video game inspired by The Lion King It was released on March 11 2004 by Disney Interactive Studios
The Elder Reality,Shooter,Mediumsized Elder Worldstyle map that features at least one room from each level in the fourth episode of Quake except for E4M1 An expanded version of the authors Retro Jam 4 entry
The Hot Dog would Explode,Role-playing (RPG) Strategy Adventure Indie,Here you will control the passage of time between the present and the past and you will have to consider the relation between the past and the present What would you do if you could go back in time
The Men of Yoshiwara: Ohgiya,Adventure Visual Novel,The Men of Yoshiwara Ohgiya is a romance game for women with the famous Yoshiwara pleasure districts as the setting  but with the roles of men and women reversed
The Refinery,Shooter,Base level
The Disappearing of Gensokyo: Byakuren,Role-playing (RPG) Adventure Indie,This pack will add Hijiri Byakuren to the game
The Game Store,Simulator Indie,You get to pick out a game from the Game Store in town but do not choose a certain game
The Last Companion,Adventure Indie,The Last Companion is a visual novel a subgenre of advanture game produced by the independent game production team Lingtan Studio
The House,Indie,You are invited by your friend Ashley to spend the weekend at a house away from the city
The Immaculate Drag,Adventure Indie,A small game about letting go Stay up late Smoke cigarettes Talk to strangers Think about what youve lost Someone you used to love Or someone you used to be
The Goto Family's: The Island Murder Case,Adventure Indie Visual Novel,This game is a detective adventure game made by a former Japanese private detective
The Drain Collector,Racing Simulator Strategy Indie,Competitive multiplayer and singleplayer game with many modes fit for all ages
The Powder Toy,Simulator,The Powder Toy is a Free Sand like physics game allowing users to create and upload creations and levels
The Dungeon Rules,Puzzle Strategy,The Dungeon Rules is the most challenging game you can currently face This game is a dungeon crawler with sokoban puzzles and cards combat
The Last Town,Role-playing (RPG) Adventure Indie,How many deaths will it take to save the world Zero Dont even think about it Youre facing an army Youre just a nursepretty but weak
The Firelord,Indie,The Firelord is a platformer arena that tells of the adventures of a fire mage Discover new abilities create your own build and challenge the strongest fire magicians
The Gamer Challenge,Indie,This is a minigame based rage game
The Famires: Ano Machi wo Dokusen Seyo,Simulator Strategy,A restaurant simulation game where you start up a family restaurant and become successful by taking out the competition and eventually taking over the whole town
The Lar,Adventure Indie,Become an experiment and flee with friends from this chaotic and amazing place And as the exploration deepens the truth gradually emerges
The Lost Battalion: All Out Warfare,Indie,A simple SideScrolling Shooter set in the Western Fronts of World War 1
Thirty Eternal Days,Simulator Adventure Indie,Touch the world after the Catastrophe Remember your life which has become almost endless Repent of your past and try to save the future in this scifi textbased interactive adventure game
The Toxicity,Shooter,Aliens have taken over a city and have set up residence and of course as Duke its your job to flush the bastards out
The Universe According to Virgil Reality,Point-and-click,The Universe According to Virgil Reality brings science alive for kids through interactive animated experiments many of which they can perform at home
Torn Tales: Rebound Edition,Role-playing (RPG) Strategy Adventure Indie,Torn Tales Rebound Edition is a much expanded version of the original Torn Tales based upon the classic story Check out coop play more custom loot items gem crafting new quests and new arenas
Topolino amico delle guardie,Adventure,Help Mickey Mouse infame the inhabitants of the colorful city Enforce the quarantine and join the graces of Chief Seamus OHara
The Water Horse: Legend of the Deep,Adventure,Based on the motion picture The Water Horse Legend of the Deep allows you to embark on an adventure in growing the Water Horse and releasing to the open sea
TimeK,Puzzle,This game is a sidescrolling puzzle action game where the player controls time to navigate through obstacles and enemies while collecting items and reaching the goal
Tomb of Friends,Role-playing (RPG) Adventure Indie,Tomb of Friends is a videogame in which you make lots of friends
Titan Quest: Eternal Embers,Role-playing (RPG) Hack and slash,Summoned by the legendary Emperor Yao the Hero is called back into the East to deal with a demonic threat that has been ravaging the land after the Telkine was slain
Tiger Tank 59 I: Volcano MP095,Indie,Tiger Tank 59 is a topdown shooting game In this game Players need to control their tanks through the enemy lines break the enemy base or defeat the enemy tanks The DLC include map pack 095
The Unclearness,Role-playing (RPG) Simulator Adventure Indie,You are going to try your luck in the role of a private detective Stan Ingram and try to solve a tricky case of suicide
Theatre of Doom,Shooter Indie Arcade,Theatre of Doom is an intense and fast topdown action game Fight your way through the hellish stages against demonic marionette puppets and ferocious monsters
Torus Trooper,Shooter,Torus Trooper is a fastpaced abstract scrolling shooter game It features 3D graphics and a style similar to that of games such as Tempest
Thwack,Sport,Funkylegged tennis
Toga,Visual Novel,Dai is a little boy who unwittingly enters another world after investigating a suspicious door At first glance it looks like a strangers house
Tornuktu,Adventure Indie,Tornuktu is a short winter horror game with one ending made in two weeks
Total Dark,Indie,Total Dark is a classic arkanoid You need to hit a ball with a platform accurately directing it to the area covered by various plates
Tower of Waifus,Strategy Indie,Tower of Waifu is a Tactical match 3 puzzle game Learning spells upgrading your stats and creating your own tactics conquer the tower defeat bosses
Touken Ranbu Warriors,Hack and slash Adventure,Touken Ranbu Warriors is an action console game for Nintendo Switch and PC via DMM Game Player
Train Sim World 2020: Long Island Rail Road - New York: Hicksville Route,Simulator,Experience Americas busiest commuter railroad and all the bustle and challenges of railroading in New York City in Train Sim World Long Island Rail Road
Touhou Puppet Dance Performance: Shard of Dreams,Role-playing (RPG) Adventure Indie,Touhou Puppet Dance Performance is a spiritual successor to the Pokémon FireRed hack Touhou Puppet Play involving training and collecting puppets of various Touhou characters
Tom Clancy's Ghost Recon: Breakpoint - Red Patriot,Shooter Adventure,The third piece of DLC content in the Ghost Recon Breakpoint season pass
Time Drifter,Adventure Indie,Drift your way through time to save humanity from an evil panda
Torej 4,Indie,Torej 4 is a puzzle game where the goal is to build a tower without it collapsing and falling of the platform Use different styles every one of them is fine as long as you dont break your creation
The Tower of Wowers,Role-playing (RPG) Adventure,Climb your way across 60 floors with hand drawn enemies and some banging music in this comedic RPG by NecroCatic Games
Tiger Tank 59 I: Volcano MP078,Indie,Tiger Tank 59 is a topdown shooting game In this game Players need to control their tanks through the enemy lines break the enemy base or defeat the enemy tanks The DLC include map pack 078
To Be a HerpWitch,Visual Novel,A small game about being nonbinary and befriending familizards
Time Rifters,Indie,Be your own teammates in this unique singleplayer coop shooter You have 4 lives destroy as many enemies as possible With each new life youll be joined by ghosts of your previous lives
The change,Indie,We live under the impression that we are too small to change something about the objects that surround us Actually we are as small as an apple compared to Earths But if we summarize size  not really
Toy Flying Car,Racing Indie,Toy Flying Car is a car racing game The car controlled by the player can win when it reaches the finish line first
TopShot: Darkness,Indie,1v1 Multiplayer Topdown shooter game
Thunderflash,Shooter Adventure Indie Arcade,Thunderflash is a love letter addressed to the arcade games of the 80s It is a Run n gun inspired from gems like Ikari Warriors Commando and Heavy Barrel
Train Simulator 2021: Aerotrain Streamlined Train,Simulator,The Aerotrain a futuristic and utterly unique lightweight diesel streamliner that became one of the most iconic American passenger trains of the 1950s is now available for Train Simulator
Tower Bombarde,Indie,If you cant shoot and there is a wall of turrets against you  youre not defenseless Let your enemies kill each other
Unbalance,Indie,Unbalance is a minimalist physics puzzle about geometry and balance
Travel Mosaics 10: Spooky Halloween,Puzzle Strategy Adventure,Celebrate Halloween while travelling the spookiest places in the world with the Walker family completing nonograms and having fun
Trainz Railroad Simulator 2019: NYC J3a-Dreyfuss Streamlined Hudson,Simulator,New York Central J3aDreyfuss streamlined Hudson built by American Locomotive Company in 1938
Trainz Railroad Simulator 2019: BNSF GE Dash-9 44CW Warbonnet,Simulator,Jump straight in and drive the BNSF GE Dash9 44CW Warbonnet in easy or realistic mode
Trainz Railroad Simulator 2019: Laaers Car Transporter,Simulator,With our Laaers Car Transporter were setting new standards and introducing one of the most innovative carriers for Trainz A New Era
Universe Sandbox Legacy,Simulator Sport Indie,Create and destroy on a scale youve never imagined
Vacation Paradise: Florida - Collector's Edition,Adventure Indie,Take a Vacation in Florida Beautiful beaches large lakes and exciting activities await
Turtle Head: Unmasked,Puzzle Role-playing (RPG) Adventure Indie,A remake of the game Turtle Head Originially by Pikasprey created by Team Meatpie
Ultimate Soldier,Indie,Ultimate Soldier is a classic 2D sidescrolling platformer You are a lone fighter who was thrown into the jungle Defeat the enemies get out of the dangerous jungle alive
Unblocky 3,Indie,Your only possible movements are basically sliding the blocks with your mouse button Enjoy more than 60 levels advancing from the easiest one to ones that are really really difficult to solve
Untitled,Indie,Post Code FF Initializing startup sequence of Untitled Puzzle course loading Logic test loading Discovery test loading Loading complete Please contact local administrator to begin the training course
Ultra Street Fighter IV: Shadaloo Horror Pack,Fighting,Alternate costume pack for USFIV Contains new horror outfits for MBison Sagat Vega Balrog and Seth
Vapormaze,Shooter Indie,Vapormaze is a roguelike shooter in a vaporwave maze To escape you have to carefully manage your ammo health items and upgrades All while shooting and blowing up bad robots Death is permanent
Tunnel Vision,Visual Novel,TUNNEL VISION is a short story about two girls who go on a cave expedition searching for ghosts
Turret Terminator,Indie,Turret Terminator is a scifi style topdown shooter with a dynamic gameplay
Trundle,Indie,Trundle is a simplistic 3D platformer where you must navigate a ball through a world of floating platforms
VR Future Wars: Aircraft Carrier-UAV Confrontation,Adventure,Its time to show off your superb flying skills Put on a VR helmet and you will act as an air force fly a top fighter and defend the aircraft carrier alone and annihilate the enemy
Tribloos,Indie,Available on Steam for the first time  and for FREE Originally released in 2011 The Tribloos was the first game in the series
Trap Adventure,Adventure Indie,Trap Dungeon is an oldschoold 25 roguelite game about an escape from dangerous dungeon Avoid numerous deadly traps hide from bloodthirsty enemies and press the buttons that will open the way for you
Untitled Space Game,Strategy,A retro space themed local multiplayer PvP game which prioritises skill over luck Kill your friends get better weapons kill them more repeat
Vaporwave,Simulator Adventure Indie,A calm and empty place slow and relaxing music a very special feeling of nostalgia for a version of the 90s that you have not known  Welcome to the world of Vaporwave
Tyrone vs Cops,Indie,Awaken the latent power of your melanin and kill cops in this thoughtprovoking game on police brutality in America
Ug! Caveman Game,Puzzle,A caveman game you control with your voice  If a caveman is near and you call out UG UG UG they will follow you Lead your fellow cavemen to safety avoid hazards and dangers
Trainz Railroad Simulator 2019: Chicago & North Western GE C40-8,Simulator,Chicago and North Western Transportation Company CNW GE C408 locomotive
Trajectory Fracture,Indie,A fully physics based game featuring challenges that revolve around breaking items in satisfying ways and letting off some steam doing it
TrapBot,Adventure Indie,TrapBot is a dynamic 2D action hardcore platformer in an urban style
Twisted Joke,Shooter,A Doom 2006 advent calendar map made by James Phobus Cresswell
U96,Adventure Indie,U96 is a actionroguelike about deep sea exploration
Ultimate War,Simulator,This game is an FPS mode where we will start with a single game mode and we will add many more updates with fun modes
Typing Tempo,Music Indie,Typing Tempo is a 41key 2D typing rhythm game developed by Rainbeat Games
Ubermosh: Black,Shooter Indie Arcade,Ubermosh Black is the hardcore version of the arcade game Ubermosh Cut bullets with your sword shoot with heavy guns and splatter enemies with a rage fueled psionic wave
Twelve Sky 2 Classic,Role-playing (RPG),Explore an imaginative world filled with Martial Arts and Adventure as you delve into the intricate tapestry of Ancient China If you are a fan of Wuxia you will definitely LOVE TwelveSky 2
Trainz: A New Era - Route: The Shorts and Kerl Traction Railroad,Simulator,The Shortz  Kerl Railroad was an electrified short line that began freight services in the early part of the Twentieth Century linking Port Shortz with the Kerl Iron Works
True Hate,Platform Simulator Adventure Indie,Die again and again to start all over again the taste of victory is sweeter if the path to it is through pain and suffering
Voices from the Sea,Adventure Indie Visual Novel,Follow the story of a young boy Cantus as he meets Maris the mysterious girl by the sea  an experience that will change his life forever
Voices of Authority,Shooter,A missionbased level from SalaciusCrumb You will have to slum it through a deactivated defence ship
Winter Voices: Episode 2 - Nowhere of Me,Adventure Indie,Episode 2 of the Winter Voices episodic content Follows episode 1
War For Galaxy,Simulator Strategy,Become the ruler of the entire Galaxy colonize planets extract resources build defenses and fight in planetary battles
World of Cubes,Indie,This is a small childhood game
Whip the Vote,Simulator Strategy Turn-based strategy (TBS) Indie,Whip the Vote is a Congress simulator inspired by House of Cards where you play as the Whip for the Democratic Party
Vietnam War Puzzles,Indie,This is a logical game in which you need to collect puzzles on the Vietnamese theme Be careful do not catch flashback
Vectonic,Indie,Jumping zooming and stomping in a neon demoderby
Vulture for NetHack,Role-playing (RPG) Strategy Indie,Vulture for NetHack is an isometric graphical interface for the roguelike engine NetHack
War of Omens,Strategy Turn-based strategy (TBS) Indie Card & Board Game,War of Omens is a card game combining deckbuilder and CCG mechanics featuring fast strategic play and three different playable factions
Wordle 3,Simulator Sport Indie,Wordle 3  80 new puzzles in 15 categories Explore a new world of 7x7 puzzles
Walpurgis no Uta: Walpurgisgedichte,Visual Novel,A Visual Novel directed to female demographic Main themes of this game are vampire and werewolf
Where is 2010?,Platform,Help Santa find the New Year it seems that kid got lost somewhere again
When Our Journey Ends - A Visual Novel,Simulator,Follow Mariko as she boards a train to a completely different world  A world of unbelievable beings and happenings
Wizardry Online,Role-playing (RPG),Wizardry Online brings the storied franchise online with a freetoplay MMORPG
Visitor,Indie,An atmospheric horror game inspired by black and white movies and liminal spaces
Videoverse,Simulator Adventure Indie Visual Novel,Take a trip back to the days of the early internet and fan forums when the video game console Kinmoku Shark and its online social network Videoverse were still popular
Wanderer of Teandria,Adventure Indie,Wanderer of Teandria is challenging 2D platform game inspired by classic representatives of the genre
Workhard,Adventure Indie,Shoot em up side scroller about a secret agent who was assigned to liquidate a gangster group
We Are Not Alone,Adventure Indie,We are Not Alone is an alienthemed game inspired by the trashy horror movies of the 80s with retro graphics and scary and even comical moments
Wordle,Puzzle Simulator Indie,Wordle is a puzzle game Find words by moving the mouse among the presented letters
Where are My Mittens,Adventure Indie,A lost kitty A dangerous environment Its snowing A cute indie platformer about a boy named Jason looking for a kitty named Mittens Requires a standard qwerty keyboard and mouse
Void Survivors,Indie,Void Survivors is a fastpaced action roguelike game where you have to survive relentless hordes of monsters for 20 minutes
Volcanon,Adventure Indie,Volcanon is a 2D platformer game with a focus on analog sticks and speedrunningIn this pixelly beautiful world unleashing the magma power and facing these welldesign levels
We Carry the Fire,Adventure,We Carry the Fire is a fantasyadventure visual novel about an apocalyptic curse a magical forest losing everything and finding a reason to keep going
Woodle Tree 2: Deluxe Plus,Platform Adventure,The second and presumably final rerelease of Woodle Tree 2 Deluxe Contains new levels and features and makes some changes to the existing levels
Westward II - Heroes of the Frontier,Real Time Strategy (RTS) Strategy,Navigate uncharted territories build prosperous settlements and bring an elusive gang to justice in this thrilling sequel to the hit adventure
War Trigger 2,Simulator Adventure Indie,Destroy smash and blast your way to victory Use advanced weapons and vehicles to dominate the battlefield
World Fighting Soccer 22,Sport Indie,Compete with your friends in an exciting new style of Soccer Dazzle your fans and confuse your foes all with the press of a button From the ground or high in the sky strike and win the day
World Series of Poker,Turn-based strategy (TBS) Card & Board Game,The official game of the 2005 World Series of Poker
Vectors,Strategy Indie,Avoid obstacles and reach the end of each level by controlling the direction of Vectors Can you manage your actions without going off the tangent
Voltaire: The Vegan Vampire,Role-playing (RPG) Simulator Indie,An actionfarmingroguelite full of whimsical flora and mischievous creatures that really want to ruin your dark and mysterious plans of Going vegan
